Name,FinalStar,RatingDistTotal,
"Intelligent Multimedia Databases: From Object Orientation and Fuzzy Engineering to Intentional Database Structures",0,0,
"Design Analysis and Performance Evaluation Methodologies for Database Computers",0,0,
"The Visual Guide to Microsoft Access for Windows 95: The Pictorial Companion to Windows Database Management and Programming",0,0,
"Metaclasses and Their Application: Data Model Tailoring and Database Integration",0,0,
"IMS (Dl/I) Data-Base Organization and Performance",0,0,
"The Visual Guide to Microsoft Access: The Pictorial Companion to Windows Database Management and Programming",0,0,
"A Manager's Guide to Database Technology: Building and Purchasing Better Applications",3.6,5,
"Database and Expert Systems Applications: Proceedings of the International Conference in Berlin, Federal Republic of Germany, 1991",0,0,
"Performance of Concurrency Control Mechanisms in Centralized Database Systems",3.0,2,
"DB2/400: The New AS/400 Database: The Unabridged Guide to the New IBM Database Management System",0,0,
"Visual Basic 4 Database How to",0,0,
"Relational Database Management with Oracle",0,0,
"Effective Database Management",4.0,1,
"Active Rules in Database Systems",0,0,
"Database Of Phytochemical Constituents Of Gras Herbs And Other Economic Plants",0,0,
"Computer Data-Base Organization",3.9,8,
"Sybase Database Administrator's Handbook",0,0,
"Relational Database Design and Implementation Using DB2",0,0,
"On Object-Oriented Database Systems",4.0,1,
"Multimedia Database Systems: Issues and Research Directions",4.0,1,
"An Introduction to Database Systems",3.9,345,
"Database Theory - Icdt '92: 4th International Conference, Berlin, Germany, October 14-16, 1992. Proceedings",0,0,
"Visual Database Systems, II: Proceedings of the Ifip Tc 2/Wg2.6 Second Working Conference on Visual Database Systems, Budapest, Hungary, 30 September-3 October, 1991",0,0,
"Database Ownership and Copyright Issues Among Automated Library Networks: An Analysis and Case Study",0,0,
"The Kingfisher Facts and Records Book: The Ultimate Information Database",4.5,2,
"Rules in Database Systems: Third International Workshop, Rids '97, Skovde, Sweden, June 26-28, 1997 Proceedings",0,0,
"Database Design",3.0,1,
"Neutrabas: A Neutral Product Definition Database for Large Multifunctional Systems",0,0,
"Database Systems: Management and Design",3.8,4,
"Database Management Through dBASE",0,0,
"The Database Administrator",0,0,
"A Global Geochemical Database for Environmental and Resource Management: Final Report of Igcp Project 259",0,0,
"AIDS: 1,000 Full-Text Statistical Abstracts from the a Matter of Fact Database, 1984-1992",0,0,
"Database: Theory and Practice",0,0,
"Active and Real-Time Database Systems (Artdb-95): Proceedings of the First International Workshop on Active and Real-Time Database Systems, Skovde, Sweden, 9 11 June 1995",0,0,
"The Relational Database Dictionary, Extended Edition",4.0,6,
"The Professional's Guide to Database Systems Project Management",0,0,
"Creating Applications with the IBM OS/2 Extended Edition Database Manager",0,0,
"Thermodynamic Properties of Inorganic Materials: A Literature Database Covering the Period 1970-1987",0,0,
"Database Primer",0,0,
"Oracle Database 11g Pl/SQL Programming",4.1,36,
"Database Programming with Visual Basic .Net",2.0,2,
"Database Management",0,0,
"Microsoft SQL Server High Availability",4.5,2,
"SAS 9.1 SQL Procedure User's Guide",4.0,1,
"Oracle SQL Interactive Workbook",3.0,1,
"Bases de Datos y Su Aplicacion Con SQL",3.0,2,
"SQL Server 2000 Web Application Developer's Guide",2.5,2,
"Physical Database Design for Sybase SQL Server",0,0,
"Pro SQL Server Disaster Recovery",3.4,5,
"SQL Server 7.0 Resource Guide (It-Resource Kit)",2.5,2,
"Programming Microsoft® SQL Server� 2000 with XML",3.7,3,
"Working With Microsoft Sql Server 2000 And Xml (Sams White Books)",0,0,
"XML and SQL Server 2000",0,0,
"Scripting XML and Wmi for Microsoft SQL Server 2000: Professional Developer's Guide",0,0,
"Applied Microsoft SQL Server 2008 Reporting Services",3.3,7,
"SQL: A Beginner's Guide",3.8,17,
"Pro SQL Server 2005 High Availability",0,0,
"Sams Teach Yourself SQL in 24 Hours",3.3,57,
"The SQL Standard: A Complete Reference",0,0,
"SQL Guide for dBASE IV",0,0,
"Smart Business Intelligence Solutions with Microsoft® SQL Server® 2008",3.7,14,
"The SQL Guide to Oracle",2.7,3,
"MCSE Testprep SQL Server 6.5 Administration",0,0,
"Beginners Guide to SQL Server Integration Services Using Visual Studio 2005",0,0,
"SQL, Structured Query Language: The Structured Query Language",0,0,
"Beginning SQL Queries: From Novice to Professional",3.6,29,
"A Guide to the SQL Standard: A User's Guide to the Standard Relational Language SQL",3.9,22,
"A Visual Introduction to SQL",3.6,17,
"SQL Server Execution Plans",4.4,41,
"Oracle SQL",2.5,2,
"dBASE IV SQL User's Guide",0,0,
"Rescued by SQL",0,0,
"SQL for Microsoft Access",3.4,10,
"Pro SQL Server 2008 XML",4.4,8,
"Microsoft SQL Server OLAP Developer's Guide",0,0,
"Migrating To Linq To Sql In The Beer House And Asp. Net 2. 0 Website Programming Problem  Design  Solution",0,0,
"Microsoft SQL Server 6.5 Unleashed, with CD-ROM",3.8,4,
"Developing Client/Server Systems Using Sybase SQL Server System 10",0,0,
"Data Mining with Microsoft® SQL Server� 2000 Technical Reference",3.2,4,
"SQL Server(TM) 2000 Reference Library",2.0,1,
"Beginning SQL Server 2000 for Visual Basic Developers",3.3,3,
"Examinsight for Comptia A+ Operating System Exam 220-222",0,0,
"Operating System Concepts",3.9,1969,
"Inside the Javaos Operating System",3.0,2,
"The Cambridge Cap Computer And Its Operating System",3.0,1,
"Disc Operating System Secrets",3.0,1,
"The System 7 Book: Second Edition for System 7.0 & 7.1/Getting the Most from Your Macintosh Operating System",0,0,
"Operating System, Job Control Language and Utilities",3.0,2,
"Starting Forth: An Introduction to the Forth Language and Operating System for Beginners and Professionals",4.0,57,
"The Helios Parallel Operating System",0,0,
"Open VMS: Operating System Concepts (HP Technologies) (HP Technologies)",4.0,2,
"User's Guide to the VAX/VMS Operating System",0,0,
"Pulse, an ADA-Based Distributed Operating System",0,0,
"Network and Operating System Support for Digital Audio and Video: Second International Workshop, Heidelberg, Germany, November 18-19, 1991. Proceedings",0,0,
"Nitty Gritty JavaScript",0,0,
"JavaScript Developer's Dictionary",5.0,1,
"JavaScript: A Programmer's Companion from Basic Through DHTML, CSS and Dom",0,0,
"JavaScript pour le Web 2.0",0,0,
"Object-Oriented JavaScript",4.2,308,
"Secrets of the JavaScript Ninja",4.2,1163,
"Foundation Website Creation with Css, Xhtml, and JavaScript",3.6,16,
"JavaScript - Comprehensive",2.5,2,
"JavaScript and Ajax for the Web: Visual QuickStart Guide (7th Edition)",3.7,50,
"Rust Bucket (Rust Bucket Universe #1)",4.0,6,
"Illustrated Genera of Rust Fungi",5.0,1,
"American Rust",3.7,9108,
"Ancestors and Descendants: Asher, Seigel, Wheaton and Rust Families in the 19th, 20th and 21st Centuries",0,0,
"Ochre And Rust: Artefacts And Encounters On Australian Frontiers",4.3,18,
"Python: The Complete Reference",3.9,103,
"Python 3 for Absolute Beginners",3.5,22,
"Python for Unix and Linux System Administration",3.8,91,
"Python: Create - Modify - Reuse",2.8,9,
"Python Interview Questions, Answers, and Explanations: Python Programming Certification Review",1.0,2,
"Koi's Python",3.5,2,
"The Python Project",3.5,42,
"Python for Bioinformatics",3.9,10,
"Design, Logic, and Programming with Python: A Hands-on Approach",1.0,1,
"Beyond Rails with Capistrano: Managing Production Systems with Ruby, Python, Perl and More",0,0,
"The Book of Python: A Real-World Reference",0,0,
"Introduction to Java Programming, Comprehensive",4.1,408,
"Web Programming With Java",0,0,
"Java Programming with Corba",5.0,1,
"Java Network Programming",3.6,15,
"Interdisciplinary Computing in Java Programming",0,0,
"Programming for Corpus Linguistics: How to Do Text Analysis with Java",0,0,
"High-Performance Java Platform Computing: Multithreaded and Networked Programming",4.6,5,
"An Introduction to Programming and Object-Oriented Design Using Java",3.2,6,
"Database Programming with JDBC and Java",3.0,32,
"Java Programming with Oracle SQLJ",4.0,6,
"Introduction to Java Programming, Comprehensive Version",4.1,408,
"Java Programming by Example",0,0,
"React: CIA Black Ops",0,0,
"Amino Carbonyl React Food",0,0,
"React Interact: Situations For Communication",0,0,
"Creating Growth From Change: How You React, Develop, And Grow",3.0,2,
"Right Node Raising And Gapping: Interface Conditions On Prosodic Deletion",0,0,
"Lymph Node Biopsy Interpretation",0,0,
"Objects, Components, Architectures, Services, and Applications for a Networked World: International Conference Netobjectdays, Node 2002, Erfurt, Germany, October 7-10, 2002, Revised Papers",0,0,
"Embedded Systems - Qualitatsorientierte Entwicklung",0,0,
"Simulation Engineering: Build Better Embedded Systems Faster",0,0,
"Embedded Computer Systems: Architectures, Modeling, And Simulation: 6th International Workshop, Samos 2006, Samos, Greece, July 17 20, 2006, Proceedings ... Computer Science And General Issues)",0,0,
"Memory Design Techniques for Low Energy Embedded Systems",0,0,
"Design of Embedded Control Systems",0,0,
"System Level Design Techniques For Energy Efficient Embedded Systems",0,0,
"Distributed and Parallel Embedded Systems: Ifip Wg10.3/Wg10.5 International Workshop on Distributed and Parallel Embedded Systems (Dipes'98) October 5-6, 1998, Schlo� Eringerfeld, Germany",0,0,
"Embedded Systems Design: The Hidden Intelligence Of Electronics (Intel/Mc Graw Hill Series)",4.0,2,
"Embedded Processor Design Challenges: Systems, Architectures, Modeling, And Simulation   Samos",0,0,
"Cooperating Embedded Systems and Wireless Sensor Networks",0,0,
"Debugging Embedded Systems",0,0,
"Embedded Microprocessor Systems: Real World Design",2.0,1,
"Hardware-Software Co-Synthesis of Distributed Embedded Systems",0,0,
"Project Management of Complex and Embedded Systems: Ensuring Product Integrity and Program Quality",4.0,2,
"Synchronous Equivalence: Formal Methods for Embedded Systems",0,0,
"Artificial Intelligence",3.0,2,
"Artificial Dreams: The Quest for Non-Biological Intelligence",3.9,18,
"Artificial Intelligence: Applications In The Future Of Software Engineering",0,0,
"Scandinavian Conference on Artificial Intelligence--93: Proceedings of the Fourth Scandinavian Conference on Artificial Intelligence Electrum, Stockholm, Sweden, May 4-7, 1993",0,0,
"Artificial Intelligence and the Sociology of Knowledge: Prolegomena to an Integrated Philosophy of Science",0,0,
"Progress In Case Based Reasoning: First United Kingdom Workshop, Salford, Uk, January 12, 1995. Proceedings (Lecture Notes In Computer Science / Lecture Notes In Artificial Intelligence)",0,0,
"Selected Topics in Medical Artificial Intelligence",0,0,
"Artificial Intelligence and Creativity: An Interdisciplinary Approach",5.0,2,
"Foundations Of Knowledge Base Management: Contributions From Logic, Databases, And Artificial Intelligence Applications",0,0,
"Artificial Intelligence, Expert Systems, and Symbolic Computing: Selected and Revised Papers from the Imacs 13th World Congress, Dublin, Ireland, July 1991",0,0,
"Artificial Intelligence In Medicine: 5th Conference On Artificial Intelligence In Medicine Europe, Aime '95, Pavia, Italy, June 25 28, 1995: Proceedings",0,0,
"Micai 2007: Advances In Artificial Intelligence: 6th Mexican International Conference On Artificial Intelligence, Aguascalientes, Mexico, November 4 10, ... / Lecture Notes In Artificial Intelligence)",0,0,
"Artificial Intelligence and Soft Computing - ICAISC 2008: 9th International Conference Zakopane, Poland, June 22-26, 2008 Proceedings",0,0,
"Artificial Intelligence and the Future of Testing",0,0,
"Natural And Artificial Intelligence: Misconceptions About Brains And Neural Networks",0,0,
"Artificial Intelligence Techniques in Power Systems",0,0,
"Uncertainty in Artificial Intelligence 4",0,0,
"Uncertainty In Artificial Intelligence 5",0,0,
"Artificial Intelligence And Soft Computing    Icaisc 2004:  7th International Conference, Zakopane, Poland, June 7 11, 2004, Proceedings (Lecture Notes ... / Lecture Notes In Artificial Intelligence)",0,0,
"Problem-Solving Processes in Humans and Computers: Theory and Research in Psychology and Artificial Intelligence",0,0,
"Historical Dictionary Of Quotations In Cognitive Science: A Treasury Of Quotations In Psychology, Philosophy, And Artificial Intelligence",3.0,3,
"Industrial and Engineering Applications of Artificial Intelligence and Expert Systems",0,0,
"New Trends In Applied Artificial Intelligence: 20th International Conference On Industrial And Engineering Applications Of Artificial Intelligence And ... (Lecture Notes In Computer Science)",0,0,
"New Frontiers In Applied Artificial Intelligence: 21st International Conference On Industrial, Engineering And Other Applications Of Applied ... / Lecture Notes In Artificial Intelligence)",0,0,
"Pricai'98: Topics In Artificial Intelligence: 5th Pacific Rim International Conference On Artificial Intelligence, Singapore, November 22 27, 1998, Proceedings ... / Lecture Notes In Artificial Intelligence)",0,0,
"International Symposium On Distributed Computing And Artificial Intelligence 2008 (Dcai´08) (Advances In Intelligent And Soft Computing)",0,0,
"Spatial Cognition Vi. Learning, Reasoning, And Talking About Space: International Conference Spatial Cognition 2008, Freiburg, Germany, September 15 19, ... Notes In Artificial Intelligence) (V. 6)",0,0,
"Artificial Intelligence and Information-Control Systems of Robots: Proceedings of the Third International Conference on Artificial Intelligence and Information-Control Systems of Robots, Smolenice, Czechoslovakia, June 11-15, 1984",0,0,
"Artificial Intelligence and Information - Proceedings of the 6th International Conference",0,0,
"Advances in Artificial Intelligence: 18th Conference of the Canadian Society for Computational Studies of Intelligence, Canadian AI 2005, Victoria, Canada, May 9-11, 2005, Proceedings",0,0,
"Applications Of Ai, Machine Vision And Robotics (Machine Perception And Artificial Intelligence, Vol 17)",0,0,
